Semana.,Estado,Municipio,Posible causa,Tipo vegetación,Área natural protegida,Clasificación primer orden,Superficie,Total días / persona,Tipo de atención,Latitud,Longitud
25,Chiapas,Ocosingo,Desconocidas,Bosque de Pino,,Impacto Mínimo,7.0294,1,Monitoreo,16.947556,-92.11582
24,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,La Concordia Zaragoza,Impacto Mínimo,44.2074,1,Monitoreo,15.94792,-92.495384
24,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,La Concordia Zaragoza,Impacto Moderado,13.6594,1,Monitoreo,15.94862,-92.48246
24,Chiapas,Ocosingo,Intencional,Selva Alta Perennifolia,Lacan-Tun,Impacto Moderado,1359.8229,938,Combate,16.499142,-90.74292
23,Chiapas,Ocosingo,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,193.2158,124,Combate,16.801422,-92.05284
23,Chiapas,Chilón,Intencional,Selva Alta Perennifolia,,Impacto Mínimo,6.3127,14,Combate,16.976389,-92.10944
23,Chiapas,Altamirano,Desconocidas,Bosque Mesófilo de Montaña,,Impacto Mínimo,59.6591,1,Monitoreo,16.734612,-91.84247
23,Chiapas,Altamirano,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,47.6234,1,Monitoreo,16.71772,-91.91848
23,Chiapas,Ocosingo,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,35.6051,180,Combate,16.498056,-91.40278
23,Chiapas,Ocosingo,Desconocidas,Selva Alta Perennifolia,,Impacto Moderado,19.4959,34,Combate,16.828465,-91.048325
23,Chiapas,Ocosingo,Desconocidas,Bosque de Pino-Encino,,Impacto Moderado,11.9001,1,Monitoreo,16.733738,-91.72915
23,Chiapas,Ocosingo,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,10.9412,97,Combate,16.745869,-91.025986
23,Chiapas,Ocosingo,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,10.0122,134,Combate,16.400442,-91.40428
22,Chiapas,Ocosingo,Actividades agrícolas,Selva Alta Perennifolia,Montes Azules,Impacto Mínimo,8.329,62,Combate,16.361053,-91.23658
22,Chiapas,Palenque,Actividades agrícolas,Selva Alta Perennifolia,,Impacto Moderado,71.2483,147,Combate,17.17313,-91.43033
22,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,La Concordia Zaragoza,Impacto Moderado,5279.8731,72,Monitoreo,15.910164,-92.48958
22,Chiapas,Ocosingo,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,45.8524,1,Monitoreo,16.851536,-91.84803
22,Chiapas,Cintalapa,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Moderado,43.9618,10,Combate,16.555487,-93.75479
22,Chiapas,Cintalapa,Desconocidas,Bosque de Pino,,Impacto Mínimo,36.5766,1,Monitoreo,16.795437,-93.799835
22,Chiapas,Ocosingo,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,28.7719,44,Combate,16.667223,-90.88022
22,Chiapas,Altamirano,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,24.7318,111,Combate,16.810059,-92.02737
22,Chiapas,La concordia,Desconocidas,Bosque de Encino-Pino,La Concordia Zaragoza,Impacto Mínimo,24.3671,1,Monitoreo,16.06857,-92.76259
22,Chiapas,Cintalapa,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,239.136,1,Monitoreo,16.914253,-93.880455
22,Chiapas,Cintalapa,Desconocidas,Selva Alta Perennifolia,Selva El Ocote,Impacto Mínimo,207.7956,1,Monitoreo,16.937773,-93.802864
22,Chiapas,Ocosingo,Actividades agrícolas,Bosque de Pino,,Impacto Mínimo,113.5457,27,Combate,16.943611,-92.10222
22,Chiapas,Acala,Desconocidas,Bosque de Encino,,Impacto Mínimo,1008.0852,1,Monitoreo,16.633371,-92.81615
21,Chiapas,Cintalapa,Desconocidas,Bosque de Encino-Pino,,Impacto Moderado,93.2459,39,Combate,16.575138,-93.74416
21,Chiapas,Cintalapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,92.6717,1,Monitoreo,16.923283,-93.94835
21,Chiapas,Tuxtla gutiérrez,Intencional,Selva Baja Caducifolia,Cerro Mactumatzá,Impacto Moderado,9.1959,41,Combate,16.677572,-93.14498
21,Chiapas,Cintalapa,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,88.3772,10,Combate,16.548811,-94.08519
21,Chiapas,Ocosingo,Desconocidas,Selva Alta Perennifolia,,Impacto Moderado,68.2078,9,Combate,16.79046,-90.90435
21,Chiapas,Cintalapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,67.9682,1,Monitoreo,16.910961,-93.93395
21,Chiapas,Cintalapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,63.0106,1,Monitoreo,16.900911,-93.956314
21,Chiapas,Acala,Desconocidas,Bosque de Encino,,Impacto Mínimo,576.7647,1,Monitoreo,16.629913,-92.78309
21,Chiapas,Cintalapa,Desconocidas,Bosque de Encino,,Impacto Mínimo,55.6589,1,Monitoreo,16.92736,-93.93711
21,Chiapas,Arriaga,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Moderado,51.2228,78,Combate,16.256306,-93.782555
21,Chiapas,Ángel albino corzo,Naturales,Bosque de Pino-Encino,,Impacto Moderado,468.0215,36,Monitoreo,15.879059,-92.671524
21,Chiapas,Cintalapa,Desconocidas,Bosque de Encino,,Impacto Mínimo,42.674,1,Monitoreo,16.92266,-93.924515
21,Chiapas,Rincón chamula san pedro,Intencional,Bosque de Pino-Encino,,Impacto Mínimo,40.6386,19,Combate,17.176666,-92.94055
21,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Encino-Pino,,Impacto Mínimo,406.2412,90,Combate,16.793888,-93.896385
21,Chiapas,Villaflores,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,3.9429,60,Combate,16.35625,-93.60303
21,Chiapas,Villa corzo,Intencional,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,387.127,278,Combate,16.019444,-93.319725
21,Chiapas,Chilón,Intencional,Bosque de Pino-Encino,,Impacto Mínimo,3.4059,84,Combate,17.078424,-92.201385
21,Chiapas,Ocosingo,Actividades agrícolas,Selva Alta Perennifolia,,Impacto Moderado,3.3854,44,Combate,16.825832,-91.126114
21,Chiapas,Ocosingo,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,3.2623,14,Combate,16.775328,-91.036606
21,Chiapas,Villa corzo,Desconocidas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,303.4298,145,Combate,16.03111,-93.343056
21,Chiapas,Tapalapa,Intencional,Bosque Mesófilo de Montaña,,Impacto Mínimo,29.6182,75,Combate,17.186697,-93.10832
21,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,245.0318,15,Combate,16.891945,-93.91917
21,Chiapas,Berriozábal,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,23.1247,18,Combate,16.800556,-93.219444
21,Chiapas,Tonalá,Desconocidas,Selva Baja Caducifolia,,Impacto Mínimo,21.824,65,Combate,16.195833,-93.825
21,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,209.8267,147,Combate,16.467806,-93.85761
21,Chiapas,Ocozocoautla de espinosa,Intencional,Bosque de Pino-Encino,,Impacto Moderado,179.3872,38,Combate,16.461937,-93.49509
21,Chiapas,La concordia,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,175.2862,56,Combate,15.995858,-92.95061
21,Chiapas,Jiquipilas,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,170.6299,44,Combate,16.454721,-93.515
21,Chiapas,Tuxtla gutiérrez,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,10.9837,39,Combate,16.670834,-93.20805
21,Chiapas,Villaflores,Actividades pecuarias,Bosque Mesófilo de Montaña,La Sepultura,Impacto Mínimo,10.1694,100,Combate,16.231611,-93.60275
21,Chiapas,Huixtla,Intencional,Tular,La Encrucijada,Impacto Mínimo,10.0779,15,Monitoreo,15.064944,-92.612495
21,Chiapas,Chilón,Desconocidas,Bosque de Pino,,Impacto Mínimo,0.8456,42,Combate,17.077778,-92.23556
20,Chiapas,La concordia,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,971.7762,186,Combate,16.005247,-92.949234
20,Chiapas,Soyaló,Intencional,Bosque de Encino,,Impacto Moderado,7.8903,30,Combate,16.948055,-92.9625
20,Chiapas,Ocosingo,Actividades agrícolas,Bosque de Pino,,Impacto Mínimo,7.7922,32,Combate,16.943527,-92.10276
20,Chiapas,Tuxtla gutiérrez,Actividades agrícolas,Selva Baja Caducifolia,,Impacto Mínimo,51.0436,216,Combate,16.6658,-93.212685
20,Chiapas,Huitiupán,Intencional,Selva Mediana Subperennifolia,,Impacto Moderado,4.959,22,Combate,17.245892,-92.79085
20,Chiapas,Ocosingo,Desconocidas,Bosque de Pino,,Impacto Moderado,4.2841,1,Monitoreo,16.94587,-92.112526
20,Chiapas,Totolapa,Desconocidas,Bosque de Encino,,Impacto Moderado,34.3748,1,Monitoreo,16.525583,-92.61793
20,Chiapas,Bejucal de ocampo,Fumadores,Bosque de Encino-Pino,,Impacto Mínimo,278.1929,697,Combate,15.488142,-92.13971
20,Chiapas,Ángel albino corzo,Naturales,Bosque de Pino-Encino,Cordon Pico El Loro-Paxtal,Impacto Mínimo,194.8874,259,Combate,15.646273,-92.53022
20,Chiapas,Jiquipilas,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,1452.3461,380,Combate,16.561102,-93.60011
20,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Moderado,13.9839,32,Combate,16.446966,-93.94388
20,Chiapas,Ocosingo,Actividades agrícolas,Selva Alta Subperennifolia,,Impacto Mínimo,1.2114,10,Combate,16.909472,-92.03633
20,Chiapas,Jiquipilas,Actividades agrícolas,Bosque de Encino-Pino,La Sepultura,Impacto Moderado,10.8349,44,Combate,16.336155,-93.69312
20,Chiapas,La concordia,Actividades agrícolas,Selva Mediana Subcaducifolia,,Impacto Moderado,10.3832,15,Combate,16.058594,-92.91214
20,Chiapas,San juan cancuc,Desconocidas,Bosque de Pino,,Impacto Mínimo,0.8679,12,Combate,16.92011,-92.43683
19,Chiapas,Altamirano,Desconocidas,Bosque Mesófilo de Montaña,,Impacto Moderado,97.762,1,Monitoreo,16.729635,-91.86507
19,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,La Concordia Zaragoza,Impacto Mínimo,79.4737,105,Combate,15.967975,-92.57853
19,Chiapas,Ocosingo,Actividades agrícolas,Selva Alta Perennifolia,,Impacto Mínimo,7.0533,21,Combate,16.865578,-92.05455
19,Chiapas,Palenque,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,6.8895,25,Combate,17.388853,-91.53314
19,Chiapas,Ocosingo,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,63.8945,1,Monitoreo,16.841274,-91.85842
19,Chiapas,Cintalapa,Desconocidas,Bosque de Encino-Pino,,Impacto Moderado,58.2915,1,Monitoreo,16.783417,-93.89811
19,Chiapas,Totolapa,Desconocidas,Bosque de Encino-Pino,,Impacto Moderado,516.1878,1,Monitoreo,16.544209,-92.593094
19,Chiapas,Ixtapa,Intencional,Selva Baja Caducifolia,,Impacto Mínimo,42.2255,45,Combate,16.788116,-93.00653
19,Chiapas,Villaflores,Desconocidas,Selva Baja Caducifolia,,Impacto Mínimo,35.7112,49,Combate,16.43851,-93.47895
19,Chiapas,Arriaga,Actividades pecuarias,Sabanoide,La Sepultura,Impacto Moderado,33.6692,21,Combate,16.251923,-93.79608
19,Chiapas,La concordia,Actividades agrícolas,Selva Mediana Subcaducifolia,,Impacto Moderado,3.1643,40,Combate,16.088276,-92.86876
19,Chiapas,Altamirano,Desconocidas,Bosque de Pino-Encino,,Impacto Moderado,28.7796,1,Monitoreo,16.68106,-91.76533
19,Chiapas,Cintalapa,Actividades agrícolas,Selva Baja Caducifolia,,Impacto Mínimo,202.6695,40,Combate,16.60112,-93.77291
19,Chiapas,Totolapa,Desconocidas,Bosque de Encino,,Impacto Moderado,200.3634,1,Monitoreo,16.517252,-92.62025
19,Chiapas,La concordia,Actividades agrícolas,Bosque de Encino-Pino,,Impacto Mínimo,192.1398,116,Combate,16.07172,-92.924
19,Chiapas,Arriaga,Actividades pecuarias,Sabanoide,La Sepultura,Impacto Moderado,18.1163,30,Combate,16.274054,-93.846275
19,Chiapas,Ocosingo,Actividades agrícolas,Selva Alta Perennifolia,,Impacto Moderado,17.5232,18,Combate,16.680878,-90.84787
19,Chiapas,Arriaga,Desconocidas,Sabanoide,La Sepultura,Impacto Mínimo,17.3729,13,Combate,16.37325,-94.02378
19,Chiapas,Ocosingo,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,17.1275,1,Monitoreo,16.724297,-91.734566
19,Chiapas,Jitotol,Intencional,Bosque Mesófilo de Montaña,,Impacto Moderado,170.1146,70,Combate,17.163115,-92.962746
19,Chiapas,Cintalapa,Actividades agrícolas,Selva Baja Caducifolia,,Impacto Moderado,165.6807,53,Combate,16.531069,-93.807236
19,Chiapas,Villaflores,Actividades agrícolas,Bosque de Encino-Pino,,Impacto Mínimo,1.5617,11,Combate,16.399689,-93.26089
19,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,156.1162,63,Combate,16.91334,-93.955986
19,Chiapas,Motozintla,Desconocidas,Bosque de Encino-Pino,,Impacto Moderado,1.5401,65,Combate,15.350242,-92.25062
19,Chiapas,Tonalá,Desconocidas,Bosque de Pino-Encino,La Sepultura,Impacto Moderado,151.4439,217,Combate,16.191856,-93.75043
19,Chiapas,Chanal,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,116.1506,661,Combate,16.684446,-92.029274
19,Chiapas,Villaflores,Desconocidas,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,11.2767,110,Combate,16.234194,-93.60059
18,Chiapas,Acala,Desconocidas,Bosque de Encino,,Impacto Moderado,26.5912,1,Monitoreo,16.613861,-92.793915
18,Chiapas,Arriaga,Desconocidas,Selva Mediana Subperennifolia,,Impacto Moderado,95.1388,48,Combate,16.252527,-94.03699
18,Chiapas,Villaflores,Desconocidas,Selva Mediana Subcaducifolia,,Impacto Mínimo,93.2647,3,Monitoreo,16.526236,-93.27725
18,Chiapas,Totolapa,Desconocidas,Bosque de Encino,,Impacto Moderado,8.6076,1,Monitoreo,16.504436,-92.620415
18,Chiapas,San lucas,Desconocidas,Bosque de Encino,,Impacto Moderado,76.7893,1,Monitoreo,16.642366,-92.75652
18,Chiapas,Totolapa,Desconocidas,Bosque de Encino,,Impacto Moderado,65.3236,1,Monitoreo,16.538864,-92.62472
18,Chiapas,Las margaritas,Desconocidas,Bosque de Pino-Encino,,Impacto Moderado,46.5213,78,Combate,16.60084,-92.06082
18,Chiapas,Jiquipilas,Desconocidas,Bosque de Pino-Encino,La Sepultura,Impacto Moderado,307.1039,241,Combate,16.410522,-93.698074
18,Chiapas,Cintalapa,Actividades agrícolas,Bosque de Pino,,Impacto Mínimo,248.0735,35,Combate,16.59207,-93.76499
18,Chiapas,Ocosingo,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,22.467,1,Monitoreo,16.72732,-91.73894
18,Chiapas,Ocozocoautla de espinosa,Intencional,Selva Baja Caducifolia,Cerro Meyapac,Impacto Mínimo,1.9525,13,Combate,16.74872,-93.33803
18,Chiapas,San lucas,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,193.6716,2,Monitoreo,16.649128,-92.7771
18,Chiapas,Villa corzo,Intencional,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,179.0487,84,Combate,16.086222,-93.39497
18,Chiapas,Tuxtla gutiérrez,Desconocidas,Selva Baja Caducifolia,,Impacto Mínimo,1.6033,16,Combate,16.789564,-93.19651
18,Chiapas,Villaflores,Desconocidas,Bosque de Pino-Encino,La Sepultura,Impacto Moderado,133.3913,178,Combate,16.366772,-93.59754
18,Chiapas,San lucas,Actividades agrícolas,Bosque de Encino,,Impacto Mínimo,131.8281,12,Combate,16.669573,-92.8059
18,Chiapas,Cintalapa,Desconocidas,Bosque de Encino-Pino,La Sepultura,Impacto Moderado,12.3457,76,Combate,16.450611,-94.00675
18,Chiapas,Chiapa de corzo,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,12.1481,20,Combate,16.701529,-93.03804
18,Chiapas,Chicoasén,Desconocidas,Bosque de Encino,,Impacto Mínimo,113.9359,2,Monitoreo,16.953545,-93.07195
18,Chiapas,Comitán de domínguez,Desconocidas,Bosque de Pino-Encino,,Impacto Moderado,10.3412,32,Combate,16.304136,-92.220276
18,Chiapas,Ixtapa,Intencional,Bosque de Pino-Encino,,Impacto Mínimo,10.2967,54,Combate,16.87534,-92.904305
17,Chiapas,Ocozocoautla de espinosa,Intencional,Selva Baja Caducifolia,,Impacto Mínimo,86.8786,10,Combate,16.810278,-93.47584
17,Chiapas,Jitotol,Desconocidas,Selva Baja Caducifolia,,Impacto Mínimo,86.1265,106,Combate,17.128216,-92.954056
17,Chiapas,Jiquipilas,Desconocidas,Bosque de Pino,,Impacto Moderado,8.3227,36,Combate,16.442778,-93.82205
17,Chiapas,La concordia,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Moderado,795.4121,164,Combate,16.060612,-92.91038
17,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Encino,,Impacto Moderado,73.3451,33,Combate,16.914146,-93.9057
17,Chiapas,Mazatán,Cazadores,Tular,El Cabildo Amatal,Impacto Moderado,62.2277,56,Combate,14.767058,-92.44785
17,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino,,Impacto Mínimo,518.0429,329,Combate,16.090033,-92.95032
17,Chiapas,Suchiapa,Intencional,Selva Baja Caducifolia,,Impacto Mínimo,50.3548,36,Combate,16.669235,-93.236725
17,Chiapas,Villa comaltitlán,Intencional,Tular,La Encrucijada,Impacto Mínimo,48.1861,160,Monitoreo,15.056164,-92.64378
17,Chiapas,Acala,Desconocidas,Bosque de Encino,,Impacto Moderado,476.595,1,Monitoreo,16.652689,-92.80805
17,Chiapas,Montecristo de guerrero,Naturales,Bosque Mesófilo de Montaña,El Triunfo,Impacto Mínimo,4.3794,20,Combate,15.6378,-92.64274
17,Chiapas,Cintalapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,43.2838,97,Combate,16.458323,-94.134575
17,Chiapas,La concordia,Actividades agrícolas,Bosque de Pino,,Impacto Mínimo,3606.7453,431,Combate,15.895736,-92.91531
17,Chiapas,Cintalapa,Actividades agrícolas,Selva Baja Caducifolia,,Impacto Mínimo,35.2385,24,Combate,16.78125,-93.87919
17,Chiapas,Mapastepec,Desconocidas,Tular,La Encrucijada,Impacto Moderado,3.4229,1,Monitoreo,15.290778,-92.94933
17,Chiapas,Mazatán,Intencional,Tular,La Encrucijada,Impacto Moderado,336.9346,46,Combate,14.94125,-92.61301
17,Chiapas,Chicoasén,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,26.0082,2,Monitoreo,16.986153,-93.0615
17,Chiapas,Tonalá,Desconocidas,Selva Mediana Subperennifolia,,Impacto Moderado,24.244,66,Combate,16.120222,-93.78113
17,Chiapas,Ángel albino corzo,Desconocidas,Bosque de Pino,,Impacto Mínimo,237.4104,261,Combate,15.81092,-92.70945
17,Chiapas,Chiapa de corzo,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,23.3517,28,Combate,16.576017,-92.95604
17,Chiapas,Rayón,Intencional,Bosque Mesófilo de Montaña,,Impacto Moderado,2.2467,22,Combate,17.16132,-93.02306
17,Chiapas,Tonalá,Desconocidas,Selva Mediana Subperennifolia,Sistema Estuarino Puerto Arista,Impacto Moderado,19.3697,68,Combate,15.949583,-93.64878
17,Chiapas,Ocosingo,Actividades agrícolas,Bosque de Pino,,Impacto Mínimo,1.7392,38,Combate,16.94083,-92.10245
17,Chiapas,San lucas,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,173.671,1,Monitoreo,16.627834,-92.763725
17,Chiapas,Tonalá,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,1.7026,44,Combate,15.8968115,-93.45856
17,Chiapas,Chicoasén,Desconocidas,Selva Baja Caducifolia,,Impacto Mínimo,1.6549,9,Monitoreo,16.959814,-93.13711
17,Chiapas,Suchiapa,Desconocidas,Bosque de Encino,,Impacto Mínimo,147.698,84,Combate,16.550648,-93.093834
17,Chiapas,Chiapa de corzo,Desconocidas,Bosque de Encino,,Impacto Moderado,145.9955,60,Combate,16.685394,-92.87805
17,Chiapas,Pijijiapan,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,14.0827,59,Combate,15.693344,-93.197395
17,Chiapas,Arriaga,Desconocidas,Selva Mediana Subcaducifolia,,Impacto Moderado,138.357,46,Combate,16.246677,-93.97468
