Semana.,Estado,Municipio,Posible causa,Tipo vegetación,Área natural protegida,Clasificación primer orden,Superficie,Total días / persona,Tipo de atención,Latitud,Longitud
24,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Severo,81.2895,206,Combate,16.47586,-93.4935
24,Chiapas,Villaflores,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,64.8426,31,Combate,16.304783,-93.566795
24,Chiapas,La concordia,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,5.6433,72,Combate,15.877842,-92.75629
24,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,44.5261,27,Combate,16.094805,-93.25419
24,Chiapas,Las margaritas,Otras actividades productivas,Bosque de Pino-Encino,,Impacto Mínimo,39.4387,112,Combate,16.290941,-91.78157
24,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,39.1666,28,Combate,16.409702,-93.68671
24,Chiapas,Ocosingo,Actividades agrícolas,Selva Alta Perennifolia,Montes Azules,Impacto Severo,12.6582,58,Combate,16.340233,-91.31479
24,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,113.762,11,Combate,16.403755,-93.67865
24,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Moderado,103.4592,66,Combate,16.035645,-93.43444
23,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,96.8895,46,Combate,16.027308,-93.37155
23,Chiapas,Amatenango de la frontera,Fumadores,Bosque de Pino-Encino,,Impacto Moderado,906.061,1082,Combate,15.577461,-92.12878
23,Chiapas,Ángel albino corzo,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,7.3024,22,Combate,15.851069,-92.66781
23,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,70.0974,169,Combate,16.252253,-93.56013
23,Chiapas,Ángel albino corzo,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,5.536,10,Combate,15.836242,-92.68295
23,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,54.9066,39,Combate,16.246216,-93.614204
23,Chiapas,Ocosingo,Naturales,Selva Alta Perennifolia,Montes Azules,Impacto Severo,5.479,109,Combate,16.293386,-91.16467
23,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,453.6855,59,Combate,16.003754,-93.2949
23,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,39.0114,20,Combate,16.040216,-93.41545
23,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,37.4613,23,Combate,16.063894,-93.23503
23,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,30.5789,68,Combate,16.345772,-93.6396
23,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,225.2208,53,Combate,16.198944,-93.49495
23,Chiapas,La concordia,Naturales,Bosque de Pino-Encino,El Triunfo,Impacto Moderado,1.833,147,Combate,15.7162695,-92.98802
23,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Severo,167.5548,156,Combate,16.0498,-93.41565
23,Chiapas,Villa corzo,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,16.1922,27,Monitoreo,16.083647,-93.53552
23,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,123.2665,143,Combate,16.45175,-93.95107
23,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Moderado,106.3332,34,Combate,15.947322,-93.252
23,Chiapas,Villa comaltitlán,Cazadores,Tular,La Encrucijada,Impacto Severo,1008.8532,4,Combate,15.054464,-92.70585
22,Chiapas,La concordia,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,8.5876,35,Combate,15.785903,-92.94522
22,Chiapas,La concordia,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,73.1963,64,Combate,15.971306,-93.002686
22,Chiapas,Ángel albino corzo,Actividades pecuarias,Bosque de Encino-Pino,La Concordia Zaragoza,Impacto Mínimo,710.0829,45,Combate,15.91038,-92.66566
22,Chiapas,Cintalapa,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,69.1474,49,Combate,16.652864,-93.926384
22,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,68.6376,22,Combate,16.070692,-93.46258
22,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,6.8255,15,Combate,16.460272,-94.07408
22,Chiapas,Tapalapa,Quema de basureros,Bosque de Pino-Encino,,Impacto Mínimo,6.3717,34,Combate,17.1884,-93.07884
22,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,6.1148,67,Combate,15.924758,-93.25856
22,Chiapas,Ocozocoautla de espinosa,Actividades pecuarias,Selva Baja Caducifolia,Selva El Ocote,Impacto Mínimo,58.2719,18,Combate,16.875385,-93.572716
22,Chiapas,La concordia,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Moderado,50.5141,102,Combate,15.928117,-93.07736
22,Chiapas,Ocozocoautla de espinosa,Naturales,Selva Alta Perennifolia,Selva El Ocote,Impacto Severo,4.0811,15,Combate,16.921656,-93.57388
22,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,384.0651,153,Combate,16.350708,-93.72856
22,Chiapas,Cintalapa,Otras actividades productivas,Bosque de Pino-Encino,,Impacto Mínimo,378.3,156,Combate,16.681728,-93.968445
22,Chiapas,Villa corzo,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,33.8881,34,Combate,16.178167,-93.52139
22,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,27.6595,31,Combate,16.076056,-93.37095
22,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,2.529,20,Combate,15.974092,-93.3055
22,Chiapas,Ángel albino corzo,Actividades pecuarias,Bosque de Encino-Pino,,Impacto Mínimo,25.2092,31,Combate,15.840442,-92.72923
22,Chiapas,Ocozocoautla de espinosa,Actividades pecuarias,Selva Baja Caducifolia,Selva El Ocote,Impacto Mínimo,2.2428,22,Combate,16.854897,-93.54911
22,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,199.5538,24,Combate,16.079184,-93.466995
22,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,183.6107,70,Combate,16.70304,-94.01407
22,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,171.3864,14,Combate,16.443388,-93.91253
22,Chiapas,Copainalá,Intencional,Bosque de Pino-Encino,,Impacto Mínimo,1.6539,16,Combate,17.096497,-93.16032
22,Chiapas,La concordia,Cazadores,Bosque de Encino-Pino,,Impacto Moderado,157.2204,45,Combate,15.897692,-92.759544
22,Chiapas,Arriaga,Actividades pecuarias,Selva Baja Caducifolia,,Impacto Mínimo,14.1122,8,Combate,16.23705,-94.00335
22,Chiapas,Villaflores,Actividades pecuarias,Bosque de Encino,,Impacto Mínimo,133.7236,25,Combate,16.289722,-93.26626
22,Chiapas,Tapalapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,0.8007,21,Combate,17.18769,-93.090546
22,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,,Impacto Moderado,0.3719,10,Combate,15.863736,-92.90119
22,Chiapas,Villaflores,Desconocidas,Bosque de Encino,,Impacto Mínimo,124.9236,30,Combate,16.38671,-93.58805
21,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,7.5833,24,Combate,16.4588,-93.948395
21,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,67.9886,26,Combate,16.412113,-93.69393
21,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,6.6523,29,Combate,15.924236,-93.265854
21,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,54.1811,88,Combate,16.086859,-93.45545
21,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,500.5199,68,Combate,16.06833,-93.50072
21,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,42.2717,142,Combate,16.366058,-93.87753
21,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Moderado,4205.1752,838,Combate,16.470802,-93.57338
21,Chiapas,Villaflores,Actividades agrícolas,Bosque de Encino-Pino,,Impacto Mínimo,3.9997,16,Combate,16.29329,-93.07704
21,Chiapas,Cintalapa,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,364.9983,115,Combate,16.678535,-93.995155
21,Chiapas,Acapetahua,Cazadores,Manglar,La Encrucijada,Impacto Moderado,32.0548,110,Combate,15.136659,-92.792725
21,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,2.534,48,Combate,15.947431,-93.07379
21,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,,Impacto Mínimo,213.9323,47,Combate,16.207497,-93.07592
21,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,164.3667,111,Combate,16.347336,-93.874
21,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,13.7323,25,Combate,16.46194,-93.96694
21,Chiapas,Villa corzo,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,134.1461,108,Combate,16.141384,-93.55943
21,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,12.8241,13,Combate,16.358997,-93.68052
20,Chiapas,Ángel albino corzo,Naturales,Bosque de Pino-Encino,,Impacto Mínimo,32.9412,78,Combate,15.756159,-92.6493
20,Chiapas,Villaflores,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,9.2667,39,Combate,16.369125,-93.61636
20,Chiapas,Ángel albino corzo,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,7.0423,31,Combate,15.754097,-92.66001
20,Chiapas,La concordia,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,6.5375,25,Combate,15.877748,-92.94826
20,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,5.6483,27,Combate,16.009424,-93.391075
20,Chiapas,Villa corzo,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,55.9171,27,Combate,16.168495,-93.50844
20,Chiapas,Villa corzo,Actividades pecuarias,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,425.478,77,Combate,16.037403,-93.29144
20,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,3.5461,43,Combate,16.045567,-93.27428
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,99.405,127,Combate,16.374805,-93.88494
20,Chiapas,La independencia,Desconocidas,Bosque de Encino-Pino,,Impacto Moderado,323.8786,119,Combate,16.179485,-91.76542
20,Chiapas,Ángel albino corzo,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,3.148,18,Combate,15.822367,-92.64979
20,Chiapas,La concordia,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Moderado,305.5876,115,Combate,15.867528,-92.971085
20,Chiapas,La concordia,Naturales,Bosque de Pino-Encino,El Triunfo,Impacto Moderado,2.8848,106,Combate,15.717022,-92.98685
20,Chiapas,Tonalá,Actividades pecuarias,Sabanoide,La Sepultura,Impacto Mínimo,26.1265,14,Combate,16.2072,-93.81963
20,Chiapas,Villa corzo,Naturales,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,25.2,181,Combate,15.965414,-93.28001
20,Chiapas,La concordia,Naturales,Bosque Mesófilo de Montaña,El Triunfo,Impacto Moderado,2.3992,29,Combate,15.821816,-93.04745
20,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Alta Perennifolia,Selva El Ocote,Impacto Severo,2.3101,19,Combate,16.94623,-93.53923
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,22.3218,100,Combate,16.340921,-93.65599
20,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,20.3867,77,Combate,15.96053,-93.27563
20,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Alta Perennifolia,Selva El Ocote,Impacto Severo,1.9636,19,Combate,16.930702,-93.47147
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino,La Sepultura,Impacto Mínimo,16.9451,23,Combate,16.361029,-93.67456
20,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,,Impacto Moderado,1428.858,256,Combate,15.893981,-92.41078
20,Chiapas,Coapilla,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,12.4867,136,Combate,17.136806,-93.180336
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino-Pino,,Impacto Mínimo,119.1941,38,Combate,16.554995,-93.58911
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,118.4752,93,Combate,16.377928,-93.72709
20,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,109.7168,107,Combate,16.024626,-93.32472
19,Chiapas,Chilón,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,7.9652,12,Combate,17.047838,-92.1639
19,Chiapas,Villa corzo,Intencional,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,75.2677,103,Combate,16.052011,-93.36906
19,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,75.2304,32,Combate,16.393675,-93.7227
19,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,72.546,96,Combate,16.005667,-93.46709
19,Chiapas,Chicomuselo,Actividades agrícolas,Bosque de Encino,,Impacto Mínimo,7.061,32,Combate,15.6923,-92.37616
19,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,68.4944,50,Combate,16.359413,-93.60829
19,Chiapas,Villa comaltitlán,Cazadores,Manglar,La Encrucijada,Impacto Mínimo,5.9738,29,Combate,15.130834,-92.73278
19,Chiapas,Arriaga,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Moderado,58.7782,50,Combate,16.247389,-93.77795
19,Chiapas,La concordia,Intencional,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,576.0178,503,Combate,15.840356,-92.978165
19,Chiapas,La concordia,Actividades pecuarias,Bosque de Encino-Pino,,Impacto Mínimo,5.3721,27,Combate,15.879948,-92.76238
19,Chiapas,Arriaga,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,5.214,37,Combate,16.311869,-93.80684
19,Chiapas,Las margaritas,Desconocidas,Bosque de Pino-Encino,,Impacto Moderado,426.2765,511,Combate,16.385818,-91.79986
19,Chiapas,Cintalapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,422.1586,235,Combate,16.808813,-93.98976
19,Chiapas,Chamula,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,4.0342,33,Combate,16.861998,-92.62123
19,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,37.5048,35,Combate,16.053686,-93.37591
19,Chiapas,Ixtapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,37.0818,40,Combate,16.786034,-92.87028
19,Chiapas,Montecristo de guerrero,Intencional,Bosque de Encino,,Impacto Mínimo,35.2095,20,Combate,15.685997,-92.59705
19,Chiapas,Ocosingo,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,34.2593,122,Combate,16.731403,-91.73134
19,Chiapas,Tonalá,Cazadores,Selva Baja Caducifolia,,Impacto Mínimo,3.3233,16,Combate,16.117746,-93.74156
19,Chiapas,Villa corzo,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,323.2927,115,Combate,16.163702,-93.5233
19,Chiapas,Villa corzo,Actividades agrícolas,Selva Baja Caducifolia,,Impacto Mínimo,29.9513,26,Combate,16.15676,-93.22417
19,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,293.6369,54,Combate,16.360435,-93.57613
19,Chiapas,Jiquipilas,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,29.3616,28,Combate,16.44206,-93.59597
19,Chiapas,Amatenango de la frontera,Desconocidas,Bosque de Pino,,Impacto Mínimo,28.7924,271,Combate,15.472917,-92.086136
19,Chiapas,Ocosingo,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,28.5559,55,Combate,16.923992,-92.06572
19,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,279.6685,60,Combate,16.022734,-93.40516
19,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,2.7447,48,Combate,16.411236,-94.033714
19,Chiapas,Bella vista,Actividades agrícolas,Bosque de Encino-Pino,,Impacto Mínimo,24.3308,764,Combate,15.655184,-92.280075
19,Chiapas,San cristóbal de las casas,Intencional,Bosque de Pino-Encino,,Impacto Mínimo,2.3687,28,Combate,16.697937,-92.62118
19,Chiapas,Huixtán,Festividades y rituales,Bosque de Encino-Pino,,Impacto Mínimo,23.4021,815,Combate,16.704548,-92.437386
19,Chiapas,San cristóbal de las casas,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,21.3966,52,Combate,16.64048,-92.49595
19,Chiapas,Ocosingo,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,21.2595,10,Combate,16.915337,-91.9956
19,Chiapas,Siltepec,Cazadores,Bosque de Pino-Encino,,Impacto Mínimo,2120.1931,2189,Combate,15.636434,-92.38887
19,Chiapas,Jitotol,Desconocidas,Bosque de Pino,,Impacto Mínimo,1.8533,14,Combate,17.076597,-92.84849
19,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,184.3827,151,Combate,16.466705,-94.040794
19,Chiapas,Villa corzo,Desconocidas,Bosque de Pino-Encino,El Triunfo,Impacto Moderado,17.8748,54,Combate,15.955559,-93.127266
19,Chiapas,Villa comaltitlán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,16.5881,13,Combate,15.0658,-92.72439
19,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,14.3601,10,Combate,16.409178,-93.71313
19,Chiapas,Chilón,Desconocidas,Bosque de Pino,,Impacto Mínimo,14.0499,7,Combate,17.097645,-92.36372
19,Chiapas,Jiquipilas,Actividades agrícolas,Bosque de Pino,,Impacto Mínimo,139.6412,40,Combate,16.548672,-93.60053
19,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,133.3438,84,Combate,16.010262,-93.06124
19,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,127.1077,191,Combate,16.390514,-93.8792
19,Chiapas,Emiliano zapata,Actividades agrícolas,Selva Baja Caducifolia,,Impacto Mínimo,0.1127,16,Combate,16.546112,-92.90175
19,Chiapas,Arriaga,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,108.9237,25,Combate,16.311703,-93.83619
19,Chiapas,Chalchihuitán,Intencional,Bosque de Pino-Encino,,Impacto Mínimo,0.5094,22,Combate,16.971384,-92.61842
18,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,949.9539,198,Combate,16.33755,-93.50157
18,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,848.6061,115,Combate,16.458889,-93.54815
18,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Encino,La Sepultura,Impacto Mínimo,8.4611,20,Monitoreo,16.379791,-93.95364
18,Chiapas,La independencia,Desconocidas,Bosque de Pino,,Impacto Severo,83.4239,134,Combate,16.162403,-91.76198
18,Chiapas,La concordia,Cazadores,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,742.5241,39,Combate,16.002916,-92.95297
18,Chiapas,Cintalapa,Actividades pecuarias,Selva Mediana Subperennifolia,La Sepultura,Impacto Mínimo,6.5636,13,Combate,16.379417,-93.92175
18,Chiapas,Villa comaltitlán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,64.0341,30,Combate,15.095978,-92.69247
