Semana.,Estado,Municipio,Posible causa,Tipo vegetación,Área natural protegida,Clasificación primer orden,Superficie,Total días / persona,Tipo de atención,Latitud,Longitud
22,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,154.7625,39,Combate,16.086666,-93.389725
22,Chiapas,Villa corzo,Desconocidas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,139.997,60,Combate,16.036333,-93.08172
22,Chiapas,Ocosingo,Actividades pecuarias,Selva Baja Perennifolia,Lacan-Tun,Impacto Moderado,1299.5044,416,Monitoreo,16.63581,-90.86559
22,Chiapas,Ixtapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,124.1575,40,Combate,16.865177,-92.87273
22,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Moderado,1077.2729,189,Combate,16.205631,-93.46554
22,Chiapas,Villaflores,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Moderado,1004.6119,193,Combate,16.31614,-93.635864
21,Chiapas,Huixtla,Cazadores,Tular,La Encrucijada,Impacto Mínimo,865.9139,94,Combate,14.992416,-92.60892
21,Chiapas,Benemérito de las américas,Desconocidas,Selva Alta Perennifolia,,Impacto Severo,831.0848,13,Combate,16.38833,-90.51054
21,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Alta Perennifolia,Selva El Ocote,Impacto Moderado,78.126,170,Combate,16.95838,-93.55035
21,Chiapas,Ocozocoautla de espinosa,Desconocidas,Selva Alta Perennifolia,Selva El Ocote,Impacto Severo,710.9139,100,Combate,17.03625,-93.80664
21,Chiapas,Mazatán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,69.2878,29,Combate,14.899722,-92.55
21,Chiapas,Ocosingo,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,586.5683,50,Combate,16.931402,-91.7015
21,Chiapas,Ocozocoautla de espinosa,Actividades pecuarias,Selva Baja Caducifolia,Selva El Ocote,Impacto Mínimo,577.1246,111,Combate,16.870508,-93.4935
21,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,5.7144,38,Combate,16.395527,-93.9815
21,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,54.4466,55,Combate,16.02425,-93.42184
21,Chiapas,Jiquipilas,Desconocidas,Bosque de Pino-Encino,,Impacto Moderado,4636.2335,105,Combate,16.470617,-93.54601
21,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Mediana Subperennifolia,Laguna Bélgica,Impacto Severo,4.5509,82,Combate,16.880817,-93.4588
21,Chiapas,Ixtapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,3.6606,8,Combate,16.890472,-92.88541
21,Chiapas,Cintalapa,Actividades agrícolas,Selva Alta Perennifolia,Selva El Ocote,Impacto Severo,3157.8096,246,Combate,16.997639,-93.82254
21,Chiapas,Villa comaltitlán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,28.1779,5,Combate,15.05908,-92.66212
21,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,,Impacto Mínimo,2753.0217,11,Combate,16.209688,-93.133385
21,Chiapas,Cintalapa,Desconocidas,Selva Mediana Subperennifolia,Selva El Ocote,Impacto Severo,2476.6301,48,Combate,17.006878,-93.87716
21,Chiapas,Ocozocoautla de espinosa,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,239.4778,18,Combate,16.47054,-93.510345
21,Chiapas,Arriaga,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Moderado,166.3774,15,Combate,16.303741,-93.837105
21,Chiapas,Cintalapa,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,1523.9664,40,Combate,16.850815,-93.9768
21,Chiapas,Villaflores,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Moderado,1467.0633,301,Combate,16.32295,-93.58987
21,Chiapas,Ocozocoautla de espinosa,Intencional,Selva Alta Perennifolia,Selva El Ocote,Impacto Severo,1357.8444,211,Combate,17.049555,-93.633026
21,Chiapas,Cintalapa,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,1269.1965,36,Combate,16.5472,-94.07701
21,Chiapas,Huehuetán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,125.01,4,Combate,14.980514,-92.53887
21,Chiapas,Cintalapa,Actividades agrícolas,Selva Baja Caducifolia,Selva El Ocote,Impacto Moderado,120.4431,30,Combate,16.904552,-93.62847
21,Chiapas,Las margaritas,Actividades agrícolas,Selva Alta Perennifolia,,Impacto Severo,115.932,107,Combate,16.37936,-91.53333
20,Chiapas,Tuxtla gutiérrez,Desconocidas,Selva Baja Caducifolia,Cañón del Sumidero,Impacto Mínimo,9.9263,42,Combate,16.789577,-93.078354
20,Chiapas,Villa comaltitlán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,97.1519,6,Combate,15.092417,-92.69317
20,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Mediana Subperennifolia,Selva El Ocote,Impacto Mínimo,87.7712,140,Combate,17.00361,-93.5496
20,Chiapas,Villa comaltitlán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,84.3947,14,Combate,15.053611,-92.63361
20,Chiapas,Tonalá,Cazadores,Selva Baja Caducifolia,,Impacto Moderado,79.754,43,Combate,16.063055,-93.6825
20,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Mediana Subperennifolia,Selva El Ocote,Impacto Severo,78.9192,125,Combate,16.91225,-93.42611
20,Chiapas,Las margaritas,Desconocidas,Bosque Mesófilo de Montaña,,Impacto Mínimo,778.2387,1,Monitoreo,16.395512,-91.76626
20,Chiapas,Tonalá,Cazadores,Selva Baja Caducifolia,,Impacto Mínimo,73.3358,127,Combate,16.075583,-93.68591
20,Chiapas,Jitotol,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,68.757,23,Combate,17.0525,-92.84881
20,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,60.7124,9,Combate,16.432444,-93.98872
20,Chiapas,Comitán de domínguez,Desconocidas,Bosque de Encino,,Impacto Mínimo,6.0081,1,Monitoreo,16.212719,-92.16711
20,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,599.9348,39,Combate,15.95225,-93.09014
20,Chiapas,Mezcalapa,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,58.0362,1,Monitoreo,17.287178,-93.515076
20,Chiapas,San fernando,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,552.9665,68,Combate,16.950806,-93.22156
20,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Moderado,5072.4691,332,Combate,16.117786,-93.40344
20,Chiapas,Ocozocoautla de espinosa,Desconocidas,Selva Alta Perennifolia,Selva El Ocote,Impacto Mínimo,49.8881,1,Monitoreo,16.952625,-93.47034
20,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,45.7477,45,Combate,16.05066,-93.36634
20,Chiapas,Tuxtla gutiérrez,Desconocidas,Selva Baja Caducifolia,Cañón del Sumidero,Impacto Mínimo,4.5647,39,Combate,16.824217,-93.13733
20,Chiapas,Tzimol,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,450.6191,33,Combate,16.204731,-93.227066
20,Chiapas,Mazatán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,42.9631,56,Combate,14.886389,-92.55583
20,Chiapas,Palenque,Desconocidas,Tular,,Impacto Mínimo,42.6362,44,Combate,17.809444,-91.88536
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino,La Sepultura,Impacto Mínimo,40.6881,58,Combate,16.394428,-93.701836
20,Chiapas,Cintalapa,Otras actividades productivas,Bosque de Pino-Encino,,Impacto Mínimo,3698.2123,410,Combate,16.870174,-93.898674
20,Chiapas,La trinitaria,Desconocidas,Bosque de Encino,,Impacto Mínimo,349.9852,18,Combate,16.079372,-91.878044
20,Chiapas,Huitiupán,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,34.9329,61,Combate,17.192894,-92.65453
20,Chiapas,Cintalapa,Desconocidas,Bosque de Pino,,Impacto Mínimo,99.9559,1,Monitoreo,16.743547,-94.02241
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Moderado,308.8001,114,Combate,16.366138,-93.72214
20,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Mediana Subperennifolia,Selva El Ocote,Impacto Mínimo,297.9374,193,Combate,16.924973,-93.470726
20,Chiapas,Ocozocoautla de espinosa,Actividades pecuarias,Selva Baja Caducifolia,Selva El Ocote,Impacto Mínimo,295.2572,19,Combate,16.85247,-93.544624
20,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,2806.9701,70,Combate,15.987889,-92.9965
20,Chiapas,Jitotol,Desconocidas,Bosque de Pino,,Impacto Mínimo,27.5947,1,Monitoreo,17.090084,-92.79714
20,Chiapas,Sabanilla,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,26.8911,20,Combate,17.311167,-92.66116
20,Chiapas,Villaflores,Actividades pecuarias,Selva Baja Caducifolia,La Sepultura,Impacto Moderado,260.5297,14,Combate,16.17963,-93.42924
20,Chiapas,Altamirano,Desconocidas,Bosque de Pino,,Impacto Mínimo,25.6212,1,Monitoreo,16.748,-92.037056
20,Chiapas,Arriaga,Actividades pecuarias,Sabanoide,La Sepultura,Impacto Mínimo,24.5077,15,Combate,16.286362,-93.88671
20,Chiapas,Yajalón,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,244.9871,389,Combate,17.129913,-92.40874
20,Chiapas,Berriozábal,Actividades agrícolas,Selva Mediana Subperennifolia,La Pera,Impacto Mínimo,23.9783,110,Combate,16.868713,-93.351395
20,Chiapas,Altamirano,Desconocidas,Bosque de Pino,,Impacto Mínimo,236.3802,1,Monitoreo,16.675661,-92.00038
20,Chiapas,Tzimol,Desconocidas,Bosque de Encino,,Impacto Mínimo,228.3749,35,Combate,16.202955,-92.1932
20,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,218.3715,70,Combate,16.009361,-93.39061
20,Chiapas,Yajalón,Desconocidas,Selva Baja Caducifolia,,Impacto Severo,21.3101,30,Combate,17.195194,-92.2782
20,Chiapas,Chalchihuitán,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,20.4604,43,Combate,16.98519,-92.603584
20,Chiapas,La independencia,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,2029.5977,194,Combate,16.201366,-91.76773
20,Chiapas,Ixtapa,Desconocidas,Selva Baja Caducifolia,,Impacto Severo,201.6314,5,Monitoreo,16.860909,-92.88706
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Moderado,190.6053,79,Combate,16.376547,-93.717384
20,Chiapas,Chilón,Desconocidas,Selva Alta Perennifolia,,Impacto Severo,18.4241,59,Combate,17.205723,-92.04962
20,Chiapas,Tumbalá,Desconocidas,Bosque de Pino,,Impacto Mínimo,180.2056,20,Combate,17.307444,-92.34111
20,Chiapas,Soyaló,Desconocidas,Selva Baja Caducifolia,,Impacto Moderado,175.1302,32,Combate,16.893333,-92.93432
20,Chiapas,Altamirano,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,157.908,1,Monitoreo,16.753754,-92.0863
20,Chiapas,Altamirano,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,151.9718,1,Monitoreo,16.773123,-92.02237
20,Chiapas,Chalchihuitán,Desconocidas,Bosque de Pino,,Impacto Mínimo,1.4079,1,Monitoreo,16.987747,-92.60952
20,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,13.0623,33,Combate,16.093082,-93.3902
20,Chiapas,Jitotol,Desconocidas,Bosque de Pino,,Impacto Mínimo,118.654,27,Combate,17.036459,-92.85389
20,Chiapas,Chalchihuitán,Desconocidas,Bosque Mesófilo de Montaña,,Impacto Mínimo,10.908,1,Monitoreo,16.986164,-92.6245
20,Chiapas,Pijijiapan,Desconocidas,Selva Alta Perennifolia,,Impacto Moderado,1076.4969,1,Monitoreo,15.752736,-93.21897
19,Chiapas,Comitán de domínguez,Desconocidas,Bosque de Encino,,Impacto Mínimo,9.2533,1,Monitoreo,16.266548,-92.17003
19,Chiapas,Huixtán,Desconocidas,Bosque de Pino,,Impacto Moderado,89.2756,79,Combate,16.61044,-92.39534
19,Chiapas,Jitotol,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,8.8141,13,Combate,17.065666,-92.8925
19,Chiapas,Jitotol,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,8.5424,22,Combate,17.036388,-92.85389
19,Chiapas,Chilón,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,8.5134,209,Combate,17.09336,-92.19192
19,Chiapas,Ocosingo,Actividades agrícolas,Selva Baja Caducifolia,,Impacto Moderado,775.3145,99,Combate,16.955029,-91.963165
19,Chiapas,San cristóbal de las casas,Desconocidas,Bosque de Encino,,Impacto Mínimo,7.5548,69,Combate,16.696762,-92.57297
19,Chiapas,Villa corzo,Desconocidas,Selva Baja Caducifolia,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,744.4613,54,Combate,16.098362,-93.28447
19,Chiapas,Pueblo nuevo solistahuacán,Desconocidas,Bosque de Pino,,Impacto Mínimo,73.6221,93,Combate,17.188084,-92.90325
19,Chiapas,Chalchihuitán,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,6.2887,26,Combate,16.983473,-92.599655
19,Chiapas,Ocosingo,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,62.2766,30,Combate,16.9134,-91.91089
19,Chiapas,Zinacantán,Desconocidas,Bosque de Pino,,Impacto Mínimo,53.273,1,Monitoreo,16.763378,-92.79838
19,Chiapas,Cintalapa,Actividades pecuarias,Selva Baja Caducifolia,La Sepultura,Impacto Moderado,507.6098,148,Combate,16.449194,-93.95964
19,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Mediana Subperennifolia,Selva El Ocote,Impacto Mínimo,48.4133,62,Combate,16.913889,-93.43225
19,Chiapas,Ocozocoautla de espinosa,Actividades pecuarias,Selva Mediana Subperennifolia,Selva El Ocote,Impacto Moderado,4.6587,43,Combate,16.925,-93.437836
19,Chiapas,Villaflores,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,444.6509,14,Combate,16.347437,-93.62236
19,Chiapas,La trinitaria,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,413.6223,19,Combate,16.15868,-91.81558
19,Chiapas,Cintalapa,Naturales,Bosque de Pino-Encino,,Impacto Mínimo,36.7395,116,Combate,16.761387,-93.97769
19,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,350.9468,49,Combate,16.125555,-93.421585
19,Chiapas,Altamirano,Desconocidas,Bosque Mesófilo de Montaña,,Impacto Mínimo,349.4591,1,Monitoreo,16.745403,-91.86297
19,Chiapas,Villa corzo,Desconocidas,Bosque de Encino,,Impacto Mínimo,334.6464,20,Combate,16.278925,-93.063675
19,Chiapas,Berriozábal,Actividades agrícolas,Selva Mediana Subperennifolia,,Impacto Mínimo,32.6116,73,Combate,16.859388,-93.286064
19,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Moderado,302.0967,64,Combate,16.395237,-93.71534
19,Chiapas,Las margaritas,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,29.6886,168,Combate,16.295744,-91.83483
19,Chiapas,Palenque,Desconocidas,Selva Alta Perennifolia,,Impacto Mínimo,28.9947,1,Monitoreo,17.609703,-92.08527
19,Chiapas,Chilón,Desconocidas,Bosque Mesófilo de Montaña,,Impacto Mínimo,24.6716,1,Monitoreo,17.129433,-92.205284
19,Chiapas,San cristóbal de las casas,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,2.3002,50,Combate,16.751528,-92.58395
19,Chiapas,Ocosingo,Actividades agrícolas,Bosque de Encino-Pino,,Impacto Mínimo,221.9905,30,Combate,16.756268,-91.75559
19,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,218.8381,26,Combate,16.01175,-93.25604
19,Chiapas,Palenque,Desconocidas,Selva Alta Perennifolia,,Impacto Moderado,21.3527,1,Monitoreo,17.144989,-91.42517
19,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,19.5047,31,Combate,16.013517,-93.02212
19,Chiapas,Huixtla,Cazadores,Popal,La Encrucijada,Impacto Mínimo,185.8671,13,Combate,14.98432,-92.58214
19,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Mediana Subperennifolia,Selva El Ocote,Impacto Mínimo,15.7289,75,Combate,16.923555,-93.43556
19,Chiapas,Ocosingo,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Moderado,14.5954,30,Combate,16.843288,-91.9968
19,Chiapas,Altamirano,Desconocidas,Bosque Mesófilo de Montaña,,Impacto Mínimo,144.2628,1,Monitoreo,16.74497,-91.90334
19,Chiapas,Huixtla,Cazadores,Popal,La Encrucijada,Impacto Mínimo,134.5101,16,Combate,15.015,-92.5787
19,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,12.5568,98,Combate,16.269,-93.69825
19,Chiapas,El porvenir,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,122.9167,852,Combate,15.4295,-92.23191
19,Chiapas,Villa comaltitlán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,11.7271,8,Combate,15.127139,-92.723274
19,Chiapas,El parral,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,1101.5136,36,Combate,16.279387,-93.049416
19,Chiapas,Ocosingo,Actividades agrícolas,Manglar,,Impacto Moderado,10.9761,30,Combate,16.945833,-92.142426
19,Chiapas,Ocozocoautla de espinosa,Actividades agrícolas,Selva Mediana Subperennifolia,Selva El Ocote,Impacto Moderado,10.7242,30,Combate,16.94325,-93.532
18,Chiapas,Ocosingo,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,9.7566,10,Combate,16.940208,-92.099976
18,Chiapas,Villaflores,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Moderado,931.4581,267,Combate,16.268833,-93.52431
18,Chiapas,Jitotol,Desconocidas,Bosque de Pino,,Impacto Mínimo,8.8798,14,Combate,17.0747,-92.8505
18,Chiapas,Villaflores,Actividades pecuarias,Bosque de Encino-Pino,La Sepultura,Impacto Moderado,811.0919,26,Combate,16.34989,-93.59333
18,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,806.9535,20,Combate,16.227625,-93.00582
