Semana.,Estado,Municipio,Posible causa,Tipo vegetación,Área natural protegida,Clasificación primer orden,Superficie,Total días / persona,Tipo de atención,Latitud,Longitud
20,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Encino-Pino,,Impacto Mínimo,436.2213,196,Combate,16.836195,-93.93354
20,Chiapas,Las margaritas,Desconocidas,Bosque de Pino,,Impacto Mínimo,42.5553,28,Combate,16.333258,-91.923645
20,Chiapas,Tonalá,Desconocidas,Selva Mediana Subperennifolia,,Impacto Mínimo,4.0963,27,Combate,16.111876,-93.76173
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,40.5009,28,Combate,16.456375,-93.6689
20,Chiapas,Pantelhó,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,3.7603,42,Combate,17.023928,-92.50114
20,Chiapas,La independencia,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,37.2362,16,Combate,16.202085,-91.80337
20,Chiapas,Amatenango de la frontera,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,36.6462,492,Combate,15.581772,-92.08795
20,Chiapas,Chiapa de corzo,Desconocidas,Selva Baja Caducifolia,Cañón del Sumidero,Impacto Mínimo,3.1886,16,Combate,16.744432,-93.03383
20,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,284.0828,271,Combate,16.448444,-93.9083
20,Chiapas,Cintalapa,Desconocidas,Selva Baja Caducifolia,,Impacto Mínimo,21.8589,7,Combate,16.542473,-93.82764
20,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,,Impacto Mínimo,194.3635,84,Combate,16.44195,-93.63336
20,Chiapas,Cintalapa,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,183,24,Combate,16.905195,-93.937546
20,Chiapas,Jiquipilas,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,174.4275,48,Combate,16.395536,-93.76327
20,Chiapas,Villaflores,Actividades pecuarias,Selva Baja Caducifolia,La Sepultura,Impacto Mínimo,12,21,Combate,16.184103,-93.47154
19,Chiapas,Ocozocoautla de espinosa,Actividades pecuarias,Bosque de Encino-Pino,,Impacto Mínimo,9.0101,10,Combate,16.460266,-93.471
19,Chiapas,Villaflores,Desconocidas,Bosque de Encino,,Impacto Mínimo,82.2625,64,Combate,16.424686,-93.25646
19,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,79.5168,144,Combate,16.002922,-92.95279
19,Chiapas,La trinitaria,Desconocidas,Bosque de Pino,,Impacto Mínimo,77.8052,5,Combate,16.155107,-91.90393
19,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,747.083,273,Combate,16.221424,-93.48753
19,Chiapas,La trinitaria,Actividades agrícolas,Bosque de Pino,,Impacto Mínimo,7.4407,22,Combate,16.14658,-91.91638
19,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,71.4458,21,Combate,16.369167,-93.61222
19,Chiapas,Las margaritas,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,68.5418,18,Combate,16.261194,-91.91255
19,Chiapas,Ocosingo,Desconocidas,Bosque de Encino,,Impacto Mínimo,5.5933,18,Combate,16.86747,-91.92375
19,Chiapas,Emiliano zapata,Desconocidas,Selva Baja Caducifolia,,Impacto Mínimo,4.8146,6,Combate,16.5315,-92.91839
19,Chiapas,Tuxtla gutiérrez,Actividades agrícolas,Selva Baja Caducifolia,Cerro Mactumatzá,Impacto Mínimo,3.9834,36,Combate,16.717094,-93.093956
19,Chiapas,Acapetahua,Cazadores,Popal,La Encrucijada,Impacto Mínimo,37.2947,26,Combate,15.151667,-92.7375
19,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,36.7667,58,Combate,15.996384,-92.95437
19,Chiapas,La trinitaria,Otras actividades productivas,Bosque de Pino,Lagunas de Montebello,Impacto Mínimo,3.5,96,Combate,16.103336,-91.71602
19,Chiapas,Rincón chamula san pedro,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,3.447,57,Combate,17.190104,-92.93864
19,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino,La Sepultura,Impacto Mínimo,287.2642,228,Combate,16.399614,-93.68745
19,Chiapas,La concordia,Naturales,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,255.2296,114,Combate,15.872903,-92.98248
19,Chiapas,Villa corzo,Actividades agrícolas,Bosque de Encino-Pino,,Impacto Moderado,1663.3408,208,Combate,16.200527,-93.12669
19,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino-Pino,,Impacto Mínimo,145.3761,66,Combate,16.355572,-93.748
19,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,142.094,46,Combate,16.403189,-93.71701
19,Chiapas,Villaflores,Actividades agrícolas,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,1287.0381,135,Combate,16.362724,-93.635315
19,Chiapas,Cintalapa,Actividades agrícolas,Bosque de Encino,,Impacto Mínimo,112.453,56,Combate,16.750504,-93.70931
19,Chiapas,Cintalapa,Actividades agrícolas,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,10.2265,41,Combate,16.38657,-93.969574
19,Chiapas,Ocozocoautla de espinosa,Actividades pecuarias,Sabanoide,Selva El Ocote,Impacto Mínimo,10.0368,13,Combate,16.86075,-93.54447
19,Chiapas,Ocosingo,Actividades agrícolas,Selva Alta Perennifolia,,Impacto Mínimo,0.9065,10,Combate,16.741028,-91.01017
18,Chiapas,La trinitaria,Desconocidas,Bosque de Pino,,Impacto Mínimo,7.8339,15,Combate,16.151,-91.919
18,Chiapas,Comitán de domínguez,Intencional,Bosque de Encino,,Impacto Mínimo,0.2961,22,Combate,16.21046,-92.148865
18,Chiapas,Ocozocoautla de espinosa,Actividades pecuarias,Sabanoide,Selva El Ocote,Impacto Mínimo,73.2403,36,Combate,16.865646,-93.53141
18,Chiapas,La independencia,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,6.4681,16,Combate,16.235916,-91.863594
18,Chiapas,Ocosingo,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,6,51,Monitoreo,16.928667,-92.05642
18,Chiapas,Comitán de domínguez,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,5.9289,17,Combate,16.174292,-92.100494
18,Chiapas,Ocosingo,Desconocidas,Bosque de Encino-Pino,,Impacto Mínimo,5,15,Combate,16.921417,-92.03631
18,Chiapas,Chiapa de corzo,Actividades agrícolas,Bosque de Encino,,Impacto Mínimo,41.4225,23,Combate,16.701195,-92.90119
18,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,329.4124,141,Combate,16.109556,-93.211
18,Chiapas,Villaflores,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,32.0846,31,Combate,16.244802,-93.54043
18,Chiapas,La independencia,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,31.3308,17,Combate,16.251234,-91.895065
18,Chiapas,La independencia,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,29.7973,14,Combate,16.211508,-91.801315
18,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Encino-Pino,,Impacto Mínimo,281.9629,54,Combate,16.41688,-93.649605
18,Chiapas,La independencia,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,27.4869,84,Combate,16.235806,-91.86885
18,Chiapas,La independencia,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,26.5461,15,Combate,16.19976,-91.8371
18,Chiapas,La concordia,Desconocidas,Bosque de Encino-Pino,La Concordia Zaragoza,Impacto Moderado,2286.6694,230,Combate,15.9648695,-92.53764
18,Chiapas,San fernando,Actividades agrícolas,Selva Baja Caducifolia,Villa Allende,Impacto Mínimo,22.6708,22,Combate,16.836971,-93.17614
18,Chiapas,Ángel albino corzo,Desconocidas,Bosque Mesófilo de Montaña,El Triunfo,Impacto Moderado,0.3353,74,Combate,15.713159,-92.7406
18,Chiapas,Ocozocoautla de espinosa,Otras actividades productivas,Bosque de Encino,,Impacto Mínimo,1.6937,40,Combate,16.492075,-93.487404
18,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Encino,La Sepultura,Impacto Mínimo,16.5997,31,Combate,16.470984,-94.01029
18,Chiapas,Berriozábal,Actividades agrícolas,Selva Mediana Subperennifolia,,Impacto Mínimo,16.3673,26,Combate,16.989166,-93.36528
18,Chiapas,Jiquipilas,Intencional,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,159.9927,95,Combate,16.376667,-93.71831
18,Chiapas,Villa corzo,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,152.578,83,Combate,16.11447,-93.13488
18,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,13.0072,60,Combate,15.817923,-92.79964
18,Chiapas,San cristóbal de las casas,Actividades agrícolas,Bosque de Pino-Encino,,Impacto Mínimo,12.0834,56,Combate,16.638067,-92.487335
18,Chiapas,Chilón,Intencional,Selva Alta Subperennifolia,,Impacto Moderado,1.1288,38,Combate,17.032019,-92.1639
18,Chiapas,Comitán de domínguez,Intencional,Bosque de Pino-Encino,,Impacto Mínimo,1.0133,29,Combate,16.147484,-92.08449
18,Chiapas,Chiapa de corzo,Actividades agrícolas,Bosque de Encino,,Impacto Mínimo,0.8199,19,Combate,16.82235,-93.026436
18,Chiapas,Altamirano,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,0.7241,118,Combate,16.832506,-92.0377
17,Chiapas,Jiquipilas,Intencional,Bosque de Pino,La Sepultura,Impacto Mínimo,98.6213,99,Combate,16.376234,-93.65667
17,Chiapas,Acala,Desconocidas,Bosque de Encino,,Impacto Mínimo,91.4939,0,Monitoreo,16.629528,-92.789665
17,Chiapas,Arriaga,Intencional,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,7.7435,45,Combate,16.381779,-94.0145
17,Chiapas,Venustiano carranza,Intencional,Bosque de Encino,,Impacto Mínimo,49.9725,114,Combate,16.450583,-92.5262
17,Chiapas,Jiquipilas,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,419.5265,113,Combate,16.40907,-93.677505
17,Chiapas,San lucas,Desconocidas,Bosque de Encino,,Impacto Mínimo,34.1755,0,Monitoreo,16.631344,-92.7686
17,Chiapas,Villa corzo,Naturales,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,32.1478,104,Combate,16.011972,-93.38572
17,Chiapas,Amatenango del valle,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,3.0318,51,Combate,16.507961,-92.44744
17,Chiapas,Acala,Desconocidas,Bosque de Encino,,Impacto Mínimo,28.32,0,Monitoreo,16.610228,-92.78682
17,Chiapas,San lucas,Desconocidas,Bosque de Encino,,Impacto Mínimo,26.4385,0,Monitoreo,16.625212,-92.75414
17,Chiapas,Villa corzo,Actividades pecuarias,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,226.8561,113,Combate,16.14925,-93.5162
17,Chiapas,Jitotol,Intencional,Bosque de Pino,,Impacto Mínimo,1.7528,47,Combate,17.073395,-92.87295
17,Chiapas,San lucas,Desconocidas,Bosque de Encino,,Impacto Mínimo,13.4687,0,Monitoreo,16.64865,-92.77126
17,Chiapas,Cintalapa,Actividades pecuarias,Bosque de Pino-Encino,La Sepultura,Impacto Mínimo,12.309,34,Combate,16.449862,-93.99917
17,Chiapas,Yajalón,Intencional,Bosque de Pino-Encino,,Impacto Mínimo,0.6116,10,Combate,17.19025,-92.30707
16,Chiapas,Tonalá,Intencional,Selva Baja Caducifolia,Sistema Estuarino Puerto Arista,Impacto Moderado,89.1352,60,Combate,15.976611,-93.66047
16,Chiapas,Villa comaltitlán,Actividades agrícolas,Tular,La Encrucijada,Impacto Mínimo,53.5211,4,Monitoreo,15.07423,-92.67525
16,Chiapas,Cintalapa,Actividades agrícolas,Bosque de Encino-Pino,,Impacto Mínimo,5.3345,28,Combate,16.474636,-94.0648
16,Chiapas,Pijijiapan,Desconocidas,Selva Baja Caducifolia,,Impacto Mínimo,5.029,6,Combate,15.636909,-93.058464
16,Chiapas,Cintalapa,Quema de basureros,Bosque de Pino-Encino,,Impacto Mínimo,4.9521,10,Combate,16.480377,-94.00112
16,Chiapas,Jiquipilas,Intencional,Bosque de Encino,La Sepultura,Impacto Mínimo,49.3862,91,Combate,16.391672,-93.71878
16,Chiapas,Ángel albino corzo,Otras actividades productivas,Bosque de Pino-Encino,,Impacto Mínimo,4.6397,196,Combate,15.737622,-92.804985
16,Chiapas,Tonalá,Desconocidas,Selva Mediana Subperennifolia,Sistema Estuarino Puerto Arista,Impacto Mínimo,38.8046,256,Combate,15.906488,-93.62461
16,Chiapas,Tonalá,Desconocidas,Selva Mediana Subperennifolia,,Impacto Mínimo,30.9553,90,Combate,16.107307,-93.7497
16,Chiapas,La independencia,Desconocidas,Bosque de Pino-Encino,,Impacto Mínimo,2.4613,14,Combate,16.211836,-91.85861
16,Chiapas,Jiquipilas,Intencional,Bosque de Encino,La Sepultura,Impacto Mínimo,241.0411,111,Combate,16.360056,-93.85535
16,Chiapas,Tonalá,Cazadores,Selva Baja Caducifolia,Sistema Estuarino Puerto Arista,Impacto Mínimo,23.6519,89,Combate,15.9004135,-93.62603
16,Chiapas,San lucas,Desconocidas,Bosque de Encino,,Impacto Mínimo,20.9131,0,Monitoreo,16.649353,-92.776474
16,Chiapas,Jiquipilas,Intencional,Bosque de Encino,La Sepultura,Impacto Mínimo,185.3283,31,Combate,16.376587,-93.72374
16,Chiapas,La concordia,Desconocidas,Bosque de Pino-Encino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,126.99,184,Combate,15.782203,-92.96214
16,Chiapas,Suchiapa,Actividades agrícolas,Selva Baja Caducifolia,,Impacto Mínimo,126.8139,230,Combate,16.549503,-93.10536
16,Chiapas,Zinacantán,Desconocidas,Bosque de Encino,,Impacto Mínimo,124.5717,0,Monitoreo,16.677483,-92.80202
16,Chiapas,Huixtla,Cazadores,Popal,La Encrucijada,Impacto Mínimo,11.5363,13,Combate,15.049614,-92.592766
16,Chiapas,Villa comaltitlán,Cazadores,Tular,La Encrucijada,Impacto Mínimo,110.5338,9,Combate,15.071861,-92.72892
15,Chiapas,Jiquipilas,Actividades agrícolas,Bosque de Encino,,Impacto Mínimo,96.3784,26,Combate,16.44036,-93.68202
15,Chiapas,Villa corzo,Intencional,Bosque de Encino-Pino,La Sepultura,Impacto Mínimo,86.9503,106,Combate,16.144424,-93.521904
15,Chiapas,Villa corzo,Desconocidas,Bosque de Encino-Pino,"Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas",Impacto Mínimo,585.5312,245,Combate,16.117958,-93.07693
